timestamp,type,price,profit
2025-03-16 16:00:00,buy,0.3541,0.0
2025-03-16 17:00:00,sell,0.3536,-14.120304998587981
2025-03-18 14:00:00,buy,0.3595,0.0
2025-03-18 15:00:00,sell,0.3557,-105.55310943255928
2025-03-24 02:00:00,buy,0.3665,0.0
2025-03-24 04:00:00,sell,0.3775,296.54459056277614
2025-03-27 18:00:00,buy,0.3838,0.0
2025-03-27 19:00:00,sell,0.3836,-5.303215829145653
2025-03-29 03:00:00,buy,0.3437,0.0
2025-03-29 04:00:00,sell,0.3421,-47.350912820727004
2025-03-29 08:00:00,buy,0.3382,0.0
2025-03-29 09:00:00,sell,0.3388,17.96135490387033
2025-03-31 10:00:00,buy,0.3249,0.0
2025-03-31 11:00:00,sell,0.325,3.121630779435059
2025-04-02 01:00:00,buy,0.3283,0.0
2025-04-02 02:00:00,sell,0.3257,-80.34657351882139
2025-04-02 13:00:00,buy,0.325,0.0
2025-04-02 15:00:00,sell,0.3327,238.46197427469497
2025-04-03 12:00:00,buy,0.2964,0.0
2025-04-03 13:00:00,sell,0.3038,257.2377672436406
2025-04-07 08:00:00,buy,0.2637,0.0
2025-04-07 09:00:00,sell,0.2629,-32.038386655029626
