date,open,high,low,close,volume
2021-07-01,2275.68,2275.93,2073.12,2106.41,787865.25137
2021-07-02,2106.41,2160.0,2018.5,2154.13,672282.37476
2021-07-03,2153.95,2240.0,2112.01,2226.99,569264.801
2021-07-04,2226.99,2389.93,2189.58,2322.69,590656.25069
2021-07-05,2322.69,2324.64,2157.32,2196.53,781806.31605
2021-07-06,2196.85,2350.0,2193.0,2322.5,785330.17152
2021-07-07,2322.51,2409.0,2291.9,2316.57,666501.35572
2021-07-08,2316.25,2325.6,2084.79,2116.33,880265.04124
2021-07-09,2116.32,2189.4,2046.51,2146.99,738611.36304
2021-07-10,2146.99,2194.82,2074.16,2110.69,499071.85904
2021-07-11,2110.68,2174.0,2081.02,2140.45,342294.40302
2021-07-12,2140.54,2167.83,2006.68,2031.58,540630.10742
2021-07-13,2031.57,2047.35,1918.0,1940.15,647388.24969
2021-07-14,1940.44,2019.18,1865.0,1994.58,690505.60937
2021-07-15,1994.41,2042.88,1881.0,1919.51,645271.32563
2021-07-16,1919.54,1965.0,1850.0,1876.26,577068.89724
2021-07-17,1876.47,1919.19,1844.45,1899.59,430300.51578
2021-07-18,1899.5,1993.79,1877.1,1891.64,534837.63654
2021-07-19,1891.65,1919.0,1805.0,1818.73,547419.93771
2021-07-20,1818.73,1841.34,1706.0,1786.03,786257.272
2021-07-21,1786.03,2035.23,1747.55,1995.5,1115949.82033
2021-07-22,1995.5,2046.0,1947.62,2024.56,768854.3659
2021-07-23,2024.27,2130.9,1993.22,2124.25,708160.91322
2021-07-24,2124.26,2199.5,2105.58,2184.75,633075.18592
2021-07-25,2184.9,2197.41,2105.93,2189.79,535630.27
2021-07-26,2189.82,2433.65,2171.57,2228.08,1393738.163
2021-07-27,2227.81,2319.26,2150.5,2299.49,906359.23478
2021-07-28,2299.47,2345.0,2243.15,2300.9,718202.57727
2021-07-29,2300.9,2400.0,2266.12,2382.92,499364.83496
2021-07-30,2382.93,2471.7,2315.92,2461.81,762577.28797
2021-07-31,2461.77,2553.86,2420.68,2531.05,507601.05026
2021-08-01,2531.1,2697.61,2511.24,2555.69,853495.94078
2021-08-02,2555.5,2666.0,2507.0,2606.93,726701.84952
2021-08-03,2606.92,2632.44,2442.32,2509.04,792960.84375
2021-08-04,2508.51,2772.71,2457.68,2724.78,954590.7536
2021-08-05,2724.55,2843.98,2529.91,2826.99,1307720.20654
2021-08-06,2827.01,2946.75,2720.06,2891.58,825399.48637
2021-08-07,2891.54,3171.0,2865.5,3160.31,1205277.10095
2021-08-08,3160.48,3189.99,2949.03,3011.85,966349.70579
2021-08-09,3011.84,3186.0,2893.23,3160.52,1129584.61614
2021-08-10,3160.51,3233.0,3051.22,3141.66,880675.74443
2021-08-11,3141.14,3274.0,3120.27,3160.5,732546.60433
2021-08-12,3160.4,3239.0,2979.29,3045.96,737628.45808
2021-08-13,3046.11,3327.83,3033.8,3322.32,579333.40323
2021-08-14,3322.33,3330.98,3200.0,3263.16,486102.53787
2021-08-15,3263.16,3320.0,3111.13,3307.09,565579.67765
2021-08-16,3307.35,3335.0,3135.22,3146.53,635667.05422
2021-08-17,3147.18,3290.0,2991.89,3011.72,804996.06971
2021-08-18,3011.73,3125.81,2950.0,3014.55,625103.25568
2021-08-19,3014.18,3188.0,2958.33,3184.12,634769.92174
2021-08-20,3184.11,3300.0,3177.16,3284.82,558127.4554
2021-08-21,3284.81,3309.16,3207.0,3223.43,421156.09084
2021-08-22,3223.36,3272.0,3126.42,3238.0,406479.07654
2021-08-23,3238.0,3377.89,3230.02,3321.28,602103.44614
2021-08-24,3321.28,3357.85,3147.31,3170.62,540480.07853
2021-08-25,3170.63,3248.0,3080.0,3226.87,483697.69444
2021-08-26,3226.88,3250.0,3053.3,3093.2,442298.47372
2021-08-27,3093.06,3280.0,3060.18,3273.45,451027.80711
2021-08-28,3273.89,3287.0,3210.31,3244.48,262360.34921
2021-08-29,3244.75,3285.0,3152.34,3223.47,335806.7827
2021-08-30,3223.47,3347.95,3143.0,3229.64,625347.27541
2021-08-31,3229.14,3476.0,3188.77,3429.2,863071.13092
2021-09-01,3429.19,3842.0,3382.22,3826.82,845759.95868
2021-09-02,3826.82,3836.8,3717.04,3785.82,525165.7996
2021-09-03,3785.82,4027.88,3705.05,3938.11,655903.75739
2021-09-04,3938.11,3970.0,3832.5,3885.52,364478.1193
2021-09-05,3885.61,3980.0,3830.0,3950.29,365759.8597
2021-09-06,3950.28,3970.0,3864.3,3926.77,397768.5783
2021-09-07,3926.67,3947.15,3005.0,3434.57,1203536.00209
2021-09-08,3434.84,3560.0,3215.16,3499.0,780611.7657
2021-09-09,3499.01,3567.06,3390.4,3424.93,628553.8831
2021-09-10,3424.94,3514.11,3150.0,3208.86,633026.2659
2021-09-11,3208.85,3348.37,3200.0,3267.21,413524.1761
2021-09-12,3267.1,3474.16,3231.1,3404.21,408858.9595
2021-09-13,3404.3,3430.3,3108.49,3285.35,647855.7199
2021-09-14,3285.09,3437.05,3269.95,3434.37,373634.9026
2021-09-15,3434.37,3616.16,3357.78,3613.55,428507.5278
2021-09-16,3613.55,3676.28,3481.14,3567.98,467985.4919
2021-09-17,3567.97,3594.17,3350.07,3399.81,398888.3705
2021-09-18,3399.89,3541.96,3368.88,3435.64,315162.7627
2021-09-19,3435.64,3456.53,3277.74,3328.62,312948.0013
2021-09-20,3328.57,3347.82,2913.39,2977.28,917939.57849
2021-09-21,2977.32,3105.83,2652.0,2765.9,971519.88941
2021-09-22,2766.72,3088.88,2737.54,3076.92,677457.64825
2021-09-23,3076.92,3174.5,3033.85,3152.5,459293.8858
2021-09-24,3152.41,3158.52,2733.0,2928.53,932090.8856
2021-09-25,2928.22,2967.52,2801.57,2921.73,491974.0226
2021-09-26,2921.84,3115.51,2738.17,3059.37,703594.478
2021-09-27,3059.36,3164.94,2922.71,2925.59,510130.7319
2021-09-28,2924.76,2970.82,2789.0,2804.91,511325.4643
2021-09-29,2805.15,2950.0,2782.0,2850.45,411305.0893
2021-09-30,2850.45,3048.42,2837.19,3000.61,506896.7612
2021-10-01,3000.62,3330.0,2969.07,3309.91,648714.6151
2021-10-02,3309.91,3469.0,3257.0,3387.76,422551.1811
2021-10-03,3387.77,3488.0,3342.51,3417.73,360586.8905
