date,open,high,low,close,volume
2022-11-01,0.12685,0.15893,0.12448,0.14211,9951558350.0
2022-11-02,0.14211,0.148,0.122,0.12765,6438544218.0
2022-11-03,0.12766,0.13699,0.12,0.12262,3814668576.0
2022-11-04,0.12262,0.12915,0.11552,0.12613,4491405373.0
2022-11-05,0.12612,0.136,0.12013,0.12445,2575911841.0
2022-11-06,0.12444,0.1277,0.11183,0.11477,1828089235.0
2022-11-07,0.11477,0.11908,0.10717,0.11123,1960584662.0
2022-11-08,0.11124,0.113,0.0777,0.08827,6869827495.0
2022-11-09,0.08827,0.09219,0.07053,0.0745,5778334733.0
2022-11-10,0.07452,0.09461,0.07306,0.08978,4922943119.0
2022-11-11,0.08976,0.09355,0.08001,0.08509,2597129664.0
2022-11-12,0.08511,0.0952,0.07845,0.08815,3871215593.0
2022-11-13,0.08814,0.09157,0.08269,0.08495,2193482956.0
2022-11-14,0.08496,0.0915,0.07917,0.08595,2525683803.0
2022-11-15,0.08594,0.0895,0.0847,0.08706,1318756115.0
2022-11-16,0.08705,0.09121,0.08338,0.08548,1621532204.0
2022-11-17,0.08549,0.08729,0.08233,0.08467,1133495442.0
2022-11-18,0.08467,0.08679,0.08363,0.08474,818587592.0
2022-11-19,0.08474,0.085,0.08303,0.08455,489697622.0
2022-11-20,0.08455,0.08584,0.07633,0.07703,1168377788.0
2022-11-21,0.07705,0.07738,0.07131,0.07466,1869844515.0
2022-11-22,0.07466,0.0797,0.07307,0.07876,1448103545.0
2022-11-23,0.07877,0.08354,0.07779,0.08197,1258795497.0
2022-11-24,0.08197,0.08434,0.08013,0.08146,739233520.0
2022-11-25,0.08146,0.09191,0.08053,0.0895,2497331251.0
2022-11-26,0.0895,0.09558,0.08712,0.08893,1914481802.0
2022-11-27,0.08892,0.108,0.0888,0.09868,4273685671.0
2022-11-28,0.0987,0.09975,0.09056,0.09513,3340654160.0
2022-11-29,0.09512,0.10524,0.0936,0.10146,2909789625.0
2022-11-30,0.10146,0.11,0.09937,0.10677,2791151929.0
2022-12-01,0.10676,0.10777,0.10025,0.10175,1927610473.0
2022-12-02,0.10175,0.1036,0.09665,0.1021,1560905751.0
2022-12-03,0.1021,0.10319,0.09808,0.0997,1356635083.0
2022-12-04,0.0997,0.10575,0.09954,0.10406,1609965913.0
2022-12-05,0.10405,0.11192,0.09922,0.10149,2106903673.0
2022-12-06,0.10149,0.10276,0.09802,0.10019,1145270821.0
2022-12-07,0.1002,0.1012,0.09269,0.09575,1404880230.0
2022-12-08,0.09575,0.09918,0.09459,0.09847,1031574520.0
2022-12-09,0.09847,0.09945,0.09561,0.0967,956187442.0
2022-12-10,0.0967,0.09743,0.09603,0.09632,429034730.0
2022-12-11,0.09632,0.09715,0.09161,0.09266,627479341.0
2022-12-12,0.09266,0.093,0.08471,0.09029,1940139927.0
2022-12-13,0.09029,0.09555,0.08691,0.09105,1698390609.0
2022-12-14,0.09105,0.09247,0.087,0.08824,1247687146.0
2022-12-15,0.08825,0.0888,0.08402,0.08485,899180340.0
2022-12-16,0.08483,0.08682,0.07391,0.07569,1755203327.0
2022-12-17,0.07569,0.07949,0.07552,0.07919,1337164978.0
2022-12-18,0.07918,0.08005,0.07759,0.07847,630900319.0
2022-12-19,0.07846,0.07951,0.06997,0.07133,1529698798.0
2022-12-20,0.07133,0.07566,0.07101,0.07483,1127168971.0
2022-12-21,0.07483,0.07502,0.07131,0.07374,912809062.0
2022-12-22,0.07369,0.07783,0.07327,0.07685,1485392938.0
2022-12-23,0.07687,0.07904,0.07616,0.07721,1022963248.0
2022-12-24,0.07721,0.07814,0.07661,0.07752,360306517.0
2022-12-25,0.07751,0.07765,0.0732,0.07598,1157436298.0
2022-12-26,0.07599,0.07664,0.07421,0.07568,648289873.0
2022-12-27,0.07569,0.07616,0.07256,0.07372,706850540.0
2022-12-28,0.07372,0.07391,0.06921,0.0704,1500166937.0
2022-12-29,0.07039,0.07162,0.06925,0.07094,772145313.0
2022-12-30,0.07093,0.07145,0.06581,0.0684,1196523595.0
2022-12-31,0.0684,0.07137,0.06796,0.07025,731983708.0
2023-01-01,0.07024,0.07087,0.06906,0.07024,446408160.0
2023-01-02,0.07023,0.07374,0.06906,0.0714,1115176285.0
2023-01-03,0.07138,0.07231,0.06943,0.07049,732706343.0
2023-01-04,0.07049,0.07362,0.07019,0.07311,790550617.0
2023-01-05,0.0731,0.07529,0.07035,0.07152,1201528327.0
2023-01-06,0.07151,0.07281,0.0695,0.07241,906514550.0
2023-01-07,0.07242,0.07305,0.07167,0.07219,438575312.0
2023-01-08,0.07219,0.07399,0.07121,0.07363,699742440.0
2023-01-09,0.07362,0.07963,0.07293,0.07566,2439547755.0
2023-01-10,0.07565,0.0779,0.07372,0.07782,1467632421.0
2023-01-11,0.07782,0.07856,0.07468,0.07814,1121053232.0
2023-01-12,0.07816,0.08127,0.07514,0.08025,1968905283.0
2023-01-13,0.08025,0.0852,0.07854,0.0845,1429185415.0
2023-01-14,0.08449,0.09267,0.0825,0.08729,2545072024.0
2023-01-15,0.08729,0.08794,0.08281,0.08608,1138888071.0
2023-01-16,0.08607,0.08833,0.08155,0.08368,1287934489.0
2023-01-17,0.08369,0.08505,0.08194,0.08285,756342910.0
2023-01-18,0.08286,0.08976,0.0778,0.08,2493642731.0
2023-01-19,0.08,0.08218,0.07971,0.08161,691282040.0
2023-01-20,0.08159,0.087,0.0806,0.08617,918640712.0
2023-01-21,0.08616,0.08913,0.0837,0.08467,1633128413.0
2023-01-22,0.08468,0.09343,0.08432,0.08824,1738503746.0
2023-01-23,0.08822,0.09151,0.08621,0.08851,1434286413.0
2023-01-24,0.08851,0.0908,0.0821,0.08392,1125073702.0
2023-01-25,0.08392,0.08818,0.08165,0.08654,1051938532.0
2023-01-26,0.08655,0.08771,0.08451,0.08633,798277511.0
2023-01-27,0.08634,0.088,0.08352,0.08723,754008754.0
2023-01-28,0.08723,0.09381,0.08671,0.08773,1403207343.0
2023-01-29,0.08773,0.09102,0.08725,0.09009,1040667224.0
2023-01-30,0.09009,0.09286,0.0845,0.08837,1972615630.0
2023-01-31,0.08833,0.09867,0.08822,0.09612,3424868562.0
